RunID,Tel,AbsGainMean,AbsGainErr,Time,Type
85253,0,1.3835964410774406,0.00220470383785218,2017-03-17 05:57:16,RHV
85253,1,1.4232287993311037,0.0018879573698198288,2017-03-17 05:57:16,RHV
85253,2,1.4200517878787884,0.002146049868460691,2017-03-17 05:57:16,RHV
85253,3,1.5550404680134684,0.002585098102441005,2017-03-17 05:57:16,RHV
85271,0,4.788976518518519,0.007125815354025523,2017-03-18 06:55:53,STD
85271,1,5.017202615384616,0.006464417912750875,2017-03-18 06:55:53,STD
85271,2,4.832137604729729,0.006452405538902902,2017-03-18 06:55:53,STD
85271,3,5.1599516644295305,0.007609126114857637,2017-03-18 06:55:53,STD
85277,0,1.3949754242424233,0.0021423686255451647,2017-03-18 09:40:14,RHV
85277,1,1.4240117591973234,0.001932731538831141,2017-03-18 09:40:14,RHV
85277,2,1.44467668581081,0.002219010460589875,2017-03-18 09:40:14,RHV
85277,3,1.561526647651006,0.002624758842884542,2017-03-18 09:40:14,RHV
85294,0,4.828715572390573,0.0069238448074566035,2017-03-19 07:06:16,STD
85294,1,5.048836100334448,0.007325039289353351,2017-03-19 07:06:16,STD
85294,2,4.885749243243245,0.006302911565715301,2017-03-19 07:06:16,STD
85294,3,5.205253926174494,0.007808641713477958,2017-03-19 07:06:16,STD
85302,0,1.4009363547297302,0.0022798829194764164,2017-03-19 10:37:35,RHV
85302,1,1.4209331906354516,0.0018025371354974023,2017-03-19 10:37:35,RHV
85302,2,1.4450965117845112,0.0020711642642052288,2017-03-19 10:37:35,RHV
85302,3,1.5605473612040135,0.002603887921050264,2017-03-19 10:37:35,RHV
85311,0,4.796714508417509,0.006371681655581767,2017-03-20 05:35:36,STD
85311,1,4.9810742073578576,0.007146363241781029,2017-03-20 05:35:36,STD
85311,2,4.890369226351353,0.006177138619663975,2017-03-20 05:35:36,STD
85311,3,5.1741408087248315,0.008164047734824475,2017-03-20 05:35:36,STD
85324,0,1.3992555218855225,0.002218879146327745,2017-03-20 12:19:21,RHV
85324,1,1.4180312274247486,0.00186459423759637,2017-03-20 12:19:21,RHV
85324,2,1.4559347340067332,0.0022228381191844357,2017-03-20 12:19:21,RHV
85324,3,1.5606207668918908,0.002553304098516667,2017-03-20 12:19:21,RHV
85343,0,4.834472744966443,0.00723658167763074,2017-03-21 09:18:00,STD
85343,1,4.952113729096991,0.007139844368834421,2017-03-21 09:18:00,STD
85343,2,4.980509743243244,0.006357447364254264,2017-03-21 09:18:00,STD
85343,3,5.205982000000004,0.007822656966927972,2017-03-21 09:18:00,STD
85368,0,4.860261299663296,0.007026459958523517,2017-03-22 11:09:57,STD
85368,1,4.971560802675586,0.0067099803452545575,2017-03-22 11:09:57,STD
85368,2,5.009586919191924,0.006647190298048704,2017-03-22 11:09:57,STD
85368,3,5.212103756756756,0.007892858610306336,2017-03-22 11:09:57,STD
85381,0,4.9524820235690274,0.007527398769198795,2017-03-23 07:05:36,STD
85381,1,5.083401668896324,0.0070825692521714655,2017-03-23 07:05:36,STD
85381,2,5.1061700844594595,0.006476423882783811,2017-03-23 07:05:36,STD
85381,3,5.4064914161073805,0.008891607056870327,2017-03-23 07:05:36,STD
85395,0,4.983671104729732,0.0072372068825801925,2017-03-24 07:34:13,STD
85395,1,5.149625809364547,0.007083477614891724,2017-03-24 07:34:13,STD
85395,2,5.132903205387205,0.00664593646169009,2017-03-24 07:34:13,STD
85395,3,5.444968889632107,0.008133898508785145,2017-03-24 07:34:13,STD
85418,0,4.935753614864862,0.007036251382966824,2017-03-25 04:56:53,STD
85418,1,5.06936740468227,0.007323261282285661,2017-03-25 04:56:53,STD
85418,2,5.06629225,0.00661282689997218,2017-03-25 04:56:53,STD
85418,3,5.3605584228187935,0.008116569575957763,2017-03-25 04:56:53,STD
85470,0,4.925698452702699,0.007479642822447441,2017-03-27 11:19:52,STD
85470,1,5.051696959866218,0.006960406906744923,2017-03-27 11:19:52,STD
85470,2,5.0705883851351325,0.006343893382314685,2017-03-27 11:19:52,STD
85470,3,5.458601108108108,0.008078560236802083,2017-03-27 11:19:52,STD
85484,0,4.915619331081083,0.007191664740938317,2017-03-28 08:45:39,STD
85484,1,5.092534923076922,0.0068176065818426074,2017-03-28 08:45:39,STD
85484,2,5.071363565656567,0.006283973242112211,2017-03-28 08:45:39,STD
85484,3,5.320436464882938,0.007971962820878113,2017-03-28 08:45:39,STD
85498,0,4.9062584882154905,0.0073507467243764425,2017-03-29 08:11:13,STD
85498,1,5.095423896321068,0.007087193879302588,2017-03-29 08:11:13,STD
85498,2,5.009264599326599,0.00630962319100466,2017-03-29 08:11:13,STD
85498,3,5.233985734899327,0.008198165520773277,2017-03-29 08:11:13,STD
85522,0,4.884872511784512,0.0074830866138913986,2017-03-30 07:07:02,STD
